Name,Ticker,Country,Industry,Sector,Business Summary,Beta,Trailing PE,Forward PE,Price to Book,Market Cap,Shares Outstanding,Book Value,Trailing EPS,Forward EPS,PEG Ratio,Enterprise to Revenue,Enterprise to EBITDA,Total Revenue,Debt to Equity,Revenue per Share,Return on Assets,Return on Equity
Astrazeneca PLC,AZN,United Kingdom,Drug Manufacturers - General,Healthcare,"AstraZeneca PLC, a biopharmaceutical company, focuses on the discovery, development, manufacture, and commercialization of prescription medicines. The company's marketed products include Tagrisso, Imfinzi, Lynparza, Calquence, Enhertu, Orpathys, Truqap, Zoladex, Faslodex, Farxiga, Brilinta, Lokelma, Roxadustat, Andexxa, Crestor, Seloken, Onglyza, Bydureon, Fasenra, Breztri, Symbicort, Saphnelo, Tezspire, Pulmicort, Bevespi, and Daliresp for cardiovascular, renal, metabolism, and oncology. Its marketed products also comprise Vaxzevria, Beyfortus, Synagis, FluMist, Soliris, Ultomiris, Strensiq, Koselugo, and Kanuma for covid-19 and rare disease. The company serves primary care and specialty care physicians through distributors and local representative offices in the United Kingdom, rest of Europe, the Americas, Asia, Africa, and Australasia. It has a collaboration agreement with Neurimmune AG to develop and commercialize NI006; and BenevolentAI for drug discovery for systemic lupus erythematosus. The company was formerly known as Zeneca Group PLC and changed its name to AstraZeneca PLC in April 1999. AstraZeneca PLC was incorporated in 1992 and is headquartered in Cambridge, the United Kingdom.",0.148,42.048546,18.789587,3.3979287,2.68569E+11,3100539904,25.492,2.06,4.61,1.63,3.275,9.481,49132998656,84.966,2.632677,0.07683,0.16736999
"IMAC Holdings, Inc.",BACK,United States,Medical Care Facilities,Healthcare,"IMAC Holdings, Inc. does not have significant operations. Previously, it owned and managed innovative medical advancements and care regeneration centers, and backspace clinics. The company was founded in 2000 and is headquartered in Brentwood, Tennessee.",0.259,N/A,-0.49422413,N/A,2995962,1721820,-1.079,-5.03,-3.48,N/A,N/A,-1.125,N/A,N/A,N/A,-0.38018,N/A
"BridgeBio Pharma, Inc.",BBIO,United States,Biotechnology,Healthcare,"BridgeBio Pharma, Inc., a commercial-stage biopharmaceutical company, discovers, creates, tests, and delivers transformative medicines to treat patients who suffer from genetic diseases and cancers. Its products in development programs include AG10, a next-generation oral small molecule near-complete TTR stabilizer that is in Phase 3 clinical trial for the treatment of TTR amyloidosis, or transthyretin amyloid cardiomyopathy (ATTR-CM); low-dose infigratinib, an oral FGFR1-3 selective tyrosine kinase inhibitor, which is in Phase 3 double-blinded, placebo-controlled pivotal study for the treatment option for children with achondroplasia; and BBP-631, an AAV5 gene transfer product candidate that is in Phase 1/2 clinical trial for the treatment of congenital adrenal hyperplasia, or CAH, driven by 21-hydroxylase deficiency, or 21OHD. The company also develops Encaleret, a small molecule antagonist of the calcium sensing receptor, or CaSR, which is in phase 3 clinical trial for treating autosomal dominant hypocalcemia type 1, or ADH1; and BBP-418, a glycosylation substrate pro-drug that is in Phase 3 clinical trial for treating limb-girdle muscular dystrophy type 2I/R9 (LGMD2I/R9). In addition, it engages in developing products for mendelian, oncology, and gene therapy diseases. BridgeBio Pharma, Inc. has license and collaboration agreements with the Leland Stanford Junior University; and Leidos Biomedical Research, Inc. The company was founded in 2015 and is headquartered in Palo Alto, California.",1.06,N/A,-8.604651,N/A,4870054400,188032992,-5.812,-2.7,-3.01,-0.22,28.123,-12.409,219124000,N/A,1.245,-0.48437,N/A
Bone Biologics Corp,BBLG,United States,Medical Devices,Healthcare,"Bone Biologics Corporation, a medical device company, focuses on bone regeneration in spinal fusion using the recombinant human protein. The company's NELL-1/DBM, an osteopromotive recombinant protein that provides target specific control over bone regeneration. It also develops NELL-1/DBM Fusion Device for use in spinal fusion procedures in skeletally mature patients with spinal degenerative disc disease at one level from L2-S1. The company's platform technology is used in delivering enhanced outcomes in the surgical specialties of spinal, orthopedic, general orthopedic, plastic reconstruction, neurosurgery, interventional radiology, and sports medicine. It has a license agreement with the UCLA Technology Development Group to develop and commercialize NELL-1 for spinal fusion applications. Bone Biologics Corporation was founded in 2004 and is headquartered in Burlington, Massachusetts.",0.67,N/A,-0.71232873,0.70556307,2901459,1801430,2.211,-16.7,-2.19,N/A,N/A,N/A,N/A,N/A,N/A,-0.57252,-1.19029
BONE BIOLOGICS CORP C/WTS (TO P,BBLGW,United States,Medical Devices,Healthcare,"Bone Biologics Corporation, a medical device company, focuses on bone regeneration in spinal fusion using the recombinant human protein. The company's NELL-1/DBM, an osteopromotive recombinant protein that provides target specific control over bone regeneration. It also develops NELL-1/DBM Fusion Device for use in spinal fusion procedures in skeletally mature patients with spinal degenerative disc disease at one level from L2-S1. The company's platform technology is used in delivering enhanced outcomes in the surgical specialties of spinal, orthopedic, general orthopedic, plastic reconstruction, neurosurgery, interventional radiology, and sports medicine. It has a license agreement with the UCLA Technology Development Group to develop and commercialize NELL-1 for spinal fusion applications. Bone Biologics Corporation was founded in 2004 and is headquartered in Burlington, Massachusetts.",0.67,N/A,N/A,27.363184,N/A,N/A,2.211,-0.144,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.57252,-1.19029
"BioAtla, Inc.",BCAB,United States,Biotechnology,Healthcare,"BioAtla, Inc., a clinical-stage biopharmaceutical company, develops specific and selective antibody-based therapeutics for the treatment of solid tumor cancer. The company's lead clinical stage product candidates include mecbotamab vedotin (BA3011), a conditionally active biologic (CAB) antibody-drug conjugate (ADC), which is in Phase II clinical trial for treating undifferentiated pleomorphic sarcoma and non-small cell lung cancer (NSCLC); and ozuriftabmab vedotin (BA3021), a CAB ADC that is in Phase II clinical trial for the treatment of melanoma and squamous cell cancer of the head and neck. It is also developing Evalstotug (BA3071), a CAB anti-cytotoxic T-lymphocyte-associated antigen 4 antibody, which is in Phase II clinical trial for treating melanoma, carcinomas, and NSCLC; and BA3182, a bispecific candidate that is in Phase 1 study for the treatment of adenocarcinomas, as well as BA3361, which is in preclinical studies for treating multiple tumor types. The company was founded in 2007 and is headquartered in San Diego, California.",1.048,N/A,-1.3550725,2.881356,91354552,48335700,0.649,-2.15,-1.38,N/A,N/A,-0.279,N/A,5.298,N/A,-0.55375,-1.34144
"BioCardia, Inc.",BCDA,United States,Biotechnology,Healthcare,"BioCardia, Inc., a clinical-stage regenerative medicine company, develops cellular and cell-derived therapeutics for cardiovascular and pulmonary diseases in the United States. Its lead product candidate is CardiAMP, an autologous mononuclear cell therapy system in Phase III clinical trial for the treatment of ischemic heart failure with reduced ejection fraction and refractory angina resulting from chronic myocardial ischemia. The company is also developing an allogeneic cells therapy platform, which is an investigational culture expanded bone marrow derived mesenchymal cell therapy in Phase I/II trial to treat ischemic heart failure and acute respiratory distress syndrome. In addition, it offers the Helix biotherapeutic delivery system for minimally invasive targeted delivery of biologic agents to the heart; and Morph deflectable guides and sheaths. The company has collaboration agreements with CellProthera in the development of ProtheraCytes, which is currently under Phase II trial for the treatment of acute myocardial infarction. BioCardia, Inc. is based in Sunnyvale, California.",1.365,N/A,-2.1811023,N/A,5883147,2123880,-0.923,-5.33,-1.27,N/A,13.084,-0.657,428000,N/A,0.264,-1.15934,N/A
Brainstorm Cell Therapeutics In,BCLI,United States,Biotechnology,Healthcare,"Brainstorm Cell Therapeutics Inc., a biotechnology company, engages in the development and commercialization of autologous cellular therapies for the treatment of neurodegenerative diseases. The company, through its NurOwn proprietary cell therapy platform, leverages cell culture methods to induce autologous bone marrow-derived mesenchymal stem cells to secrete high levels of neurotrophic factors, modulate neuroinflammatory and neurodegenerative disease processes, promote neuronal survival, and enhance neurological function. It is developing NurOwn, which has completed Phase III clinical trial for the treatment of amyotrophic lateral sclerosis; Phase II clinical trial for the treatment of progressive multiple sclerosis; and for the treatment of alzheimer's disease, as well as for other neurodegenerative diseases. Brainstorm Cell Therapeutics Inc. was incorporated in 2000 and is headquartered in New York, New York.",0.36,N/A,-1.4740909,N/A,26543404,79734096,-0.044,-0.21,-0.22,N/A,N/A,-1.456,N/A,N/A,N/A,-1.78204,N/A
"BioCryst Pharmaceuticals, Inc.",BCRX,United States,Biotechnology,Healthcare,"BioCryst Pharmaceuticals, Inc., a biotechnology company, develops oral small-molecule and protein therapeutics to treat rare diseases. The company markets peramivir injection, an intravenous neuraminidase inhibitor for the treatment of acute uncomplicated influenza under the RAPIVAB, RAPIACTA, and PERAMIFLU names; and ORLADEYO, an oral serine protease inhibitor to treat hereditary angioedema. It is also developing BCX10013, an oral factor D inhibitor for complement-mediated diseases. The company has collaborations and in-license relationships with the Torii Pharmaceutical Co., Ltd.; Seqirus UK Limited; Shionogi & Co., Ltd.; Green Cross Corporation; National Institute of Allergy and Infectious Diseases; Biomedical Advanced Research and Development Authority; the U.S. Department of Health and Human Services; and The University of Alabama at Birmingham, as well as Albert Einstein College of Medicine of Yeshiva University and Industrial Research, Ltd. BioCryst Pharmaceuticals, Inc. was founded in 1986 and is headquartered in Durham, North Carolina.",1.879,N/A,-45.722218,N/A,1702671744,206886000,-2.302,-0.74,-0.18,-0.48,5.968,-43.281,382236000,N/A,1.902,-0.06908,N/A
BriaCell Therapeutics Corp.,BCTX,Canada,Biotechnology,Healthcare,"BriaCell Therapeutics Corp. operates as a Phase 3 biotechnology company transforming cancer care with its novel cellular immunotherapies. It is conducting a pivotal Phase 3 clinical trial in advanced breast cancer with its Bria-IMT in combination with an immune check point inhibitor. It is also developing personalized off-the-shelf treatments for breast cancer, prostate cancer, and other cancers. The company has a collaboration with Incyte Corporation to evaluate combination of the Bria-IMT. BriaCell Therapeutics Corp. is based in West Vancouver, Canada.",1.744,N/A,-0.8184,N/A,15992846,18284700,-0.373,-0.35,-1,N/A,N/A,-0.39,N/A,N/A,N/A,-1.2271299,N/A
